"Airports";"Periods";"Aircraft movements/Cross-country flights (number)";"Aircraft movements/Local flights (number)";"Commercial air traffic/Flights/Arrivals/Total arrivals flights (number)";"Commercial air traffic/Flights/Arrivals/Scheduled (number)";"Commercial air traffic/Flights/Arrivals/Non-scheduled (number)";"Commercial air traffic/Flights/Departures/Total departures flights (number)";"Commercial air traffic/Flights/Departures/Scheduled (number)";"Commercial air traffic/Flights/Departures/Non-scheduled (number)";"Commercial air traffic/Passengers/Passenger arrivals/Total arrivals passengers (number)";"Commercial air traffic/Passengers/Passenger arrivals/Scheduled (number)";"Commercial air traffic/Passengers/Passenger arrivals/Non-scheduled (number)";"Commercial air traffic/Passengers/Passenger departures/Total departures passengers (number)";"Commercial air traffic/Passengers/Passenger departures/Scheduled (number)";"Commercial air traffic/Passengers/Passenger departures/Non-scheduled (number)";"Commercial air traffic/Passengers/Country of origin/destination/Total country of origin/destination (number)";"Commercial air traffic/Passengers/Country of origin/destination/Europe/Europe total (number)";"Commercial air traffic/Passengers/Country of origin/destination/Europe/EU countries (number)";"Commercial air traffic/Passengers/Country of origin/destination/Europe/Other Europe (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Total intercontinental passengers (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/North Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/West Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/Central Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/East Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/South Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/North America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/Central America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/South America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/West Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/South-East Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/North-East Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Oceania (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Other/unknown (number)";"Commercial air traffic/Passengers/Country of origin/destination/Unknown (number)"
"Rotterdam The Hague Airport";"2017 December";"    1346";"     927";"     423";"     358";"      65";"     429";"     351";"      78";"   34776";"   33366";"    1410";"   39209";"   37313";"    1896";"   73985";"   72207";"   70808";"    1399";"    1778";"    1612";"    1436";"     176";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     166";"     166";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 January";"    1558";"    1310";"     493";"     440";"      53";"     495";"     434";"      61";"   45124";"   44082";"    1042";"   43897";"   43209";"     688";"   89021";"   86830";"   85192";"    1638";"    2191";"    1551";"    1405";"     146";"       0";"       0";"       0";"     640";"     228";"     412";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 February";"    1821";"    1970";"     498";"     403";"      95";"     490";"     404";"      86";"   42614";"   41137";"    1477";"   45879";"   44066";"    1813";"   88493";"   87155";"   85499";"    1656";"    1338";"    1338";"    1338";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 March";"    2087";"    2064";"     597";"     523";"      74";"     601";"     521";"      80";"   61646";"   59914";"    1732";"   59887";"   58130";"    1757";"  121533";"  119180";"  115953";"    3227";"    2353";"    2160";"    2160";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     193";"     193";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 April";"    2455";"    2380";"     733";"     596";"     137";"     728";"     599";"     129";"   66040";"   62929";"    3111";"   78168";"   72778";"    5390";"  144208";"  139027";"  132736";"    6291";"    5181";"    5181";"    5181";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 May";"    3105";"    2358";"     971";"     830";"     141";"     993";"     828";"     165";"  109712";"  102917";"    6795";"  111438";"  104351";"    7087";"  221150";"  216789";"  205776";"   11013";"    4361";"    4361";"    4361";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 June";"    3225";"    2368";"     953";"     796";"     157";"     968";"     792";"     176";"  107243";"  103013";"    4230";"  110496";"  103930";"    6566";"  217739";"  213558";"  207936";"    5622";"    4181";"    4181";"    4181";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 July";"    3126";"    2540";"     951";"     769";"     182";"     946";"     768";"     178";"  106713";"   99021";"    7692";"  123922";"  111875";"   12047";"  230635";"  223614";"  212897";"   10717";"    7021";"    6030";"    6030";"       0";"       0";"       0";"       0";"     251";"     251";"       0";"       0";"     740";"     740";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 August";"    2804";"    2090";"     924";"     759";"     165";"     940";"     761";"     179";"  122246";"  109026";"   13220";"  110553";"   99981";"   10572";"  232799";"  226649";"  211885";"   14764";"    6150";"    5364";"    5364";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     786";"     786";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 September";"    2920";"    2072";"     939";"     789";"     150";"     940";"     783";"     157";"  112043";"  106340";"    5703";"  110984";"  104740";"    6244";"  223027";"  217909";"  211607";"    6302";"    5118";"    4964";"    4964";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     154";"     154";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 October";"    2768";"    2058";"     877";"     740";"     137";"     886";"     732";"     154";"  102562";"   95686";"    6876";"   91368";"   84034";"    7334";"  193930";"  187049";"  177580";"    9469";"    6881";"    6881";"    6881";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 November";"    1705";"    1808";"     440";"     349";"      91";"     444";"     349";"      95";"   37959";"   35163";"    2796";"   35286";"   33088";"    2198";"   73245";"   69196";"   68985";"     211";"    4049";"    4049";"    4049";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2018 December";"    1373";"    1316";"     402";"     334";"      68";"     406";"     338";"      68";"   33519";"   31193";"    2326";"   38859";"   36883";"    1976";"   72378";"   68617";"   65555";"    3062";"    3761";"    3761";"    3761";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 January";"    1607";"    1408";"     471";"     396";"      75";"     467";"     393";"      74";"   42870";"   39631";"    3239";"   41186";"   38565";"    2621";"   84056";"   79966";"   75090";"    4876";"    4090";"    3614";"    3614";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     476";"     476";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 February";"    1858";"    1676";"     491";"     416";"      75";"     487";"     416";"      71";"   45623";"   41987";"    3636";"   49797";"   45866";"    3931";"   95420";"   91161";"   83748";"    7413";"    4259";"    4259";"    4259";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 March";"    2138";"    1896";"     642";"     550";"      92";"     644";"     549";"      95";"   70235";"   66183";"    4052";"   67448";"   63396";"    4052";"  137683";"  130992";"  121959";"    9033";"    6691";"    6691";"    6691";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 April";"    2642";"    2320";"     782";"     659";"     123";"     774";"     674";"     100";"   77152";"   72367";"    4785";"   91990";"   86446";"    5544";"  169142";"  159234";"  150456";"    8778";"    9908";"    9908";"    9908";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 May";"    3194";"    2196";"    1000";"     854";"     146";"    1011";"     862";"     149";"  112360";"  107018";"    5342";"  115077";"  110610";"    4467";"  227437";"  221218";"  209625";"   11593";"    6219";"    6219";"    6219";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 June";"    3197";"    2170";"     974";"     831";"     143";"     969";"     832";"     137";"  118538";"  112933";"    5605";"  121531";"  114795";"    6736";"  240069";"  231448";"  218310";"   13138";"    8621";"    8621";"    8621";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 July";"    3212";"    2120";"    1017";"     832";"     185";"    1022";"     835";"     187";"  113281";"  105557";"    7724";"  137793";"  122479";"   15314";"  251074";"  238037";"  217858";"   20179";"   13037";"   13037";"   13037";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 August";"    3185";"    1948";"    1045";"     839";"     206";"    1054";"     838";"     216";"  142244";"  122700";"   19544";"  127614";"  112589";"   15025";"  269858";"  252335";"  224553";"   27782";"   17523";"   17358";"   17358";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     165";"     165";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 September";"    3020";"    1884";"    1003";"     826";"     177";"     994";"     826";"     168";"  122672";"  112551";"   10121";"  117934";"  111254";"    6680";"  240606";"  229982";"  215278";"   14704";"   10624";"   10624";"   10624";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 October";"    2739";"    1766";"     885";"     737";"     148";"     886";"     729";"     157";"  107016";"   98935";"    8081";"   91576";"   85513";"    6063";"  198592";"  187377";"  174085";"   13292";"   11215";"   11215";"   11215";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 November";"    1769";"    1569";"     454";"     365";"      89";"     456";"     365";"      91";"   48123";"   44380";"    3743";"   43625";"   40573";"    3052";"   91748";"   83215";"   76334";"    6881";"    8533";"    8533";"    8533";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2019 December";"    1539";"    1292";"     439";"     375";"      64";"     439";"     375";"      64";"   41797";"   39599";"    2198";"   47316";"   44773";"    2543";"   89113";"   81414";"   73012";"    8402";"    7699";"    7699";"    7699";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 January*";"    1607";"    1078";"     481";"     418";"      63";"     482";"     413";"      69";"   51119";"   47572";"    3547";"   47961";"   45773";"    2188";"   99080";"   90361";"   82120";"    8241";"    8719";"    8719";"    8719";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 February*";"    1640";"    1100";"     506";"     421";"      85";"     525";"     427";"      98";"   49988";"   46769";"    3219";"   54074";"   51143";"    2931";"  104062";"   97069";"   88934";"    8135";"    6993";"    6993";"    6993";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 March*";"    1500";"    1672";"     369";"     322";"      47";"     379";"     311";"      68";"   36664";"   35338";"    1326";"   26206";"   25012";"    1194";"   62870";"   57788";"   53433";"    4355";"    5082";"    5082";"    5082";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 April*";"     570";"    1058";"      17";"       0";"      17";"      24";"       0";"      24";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 May*";"     932";"    1852";"      19";"       0";"      19";"      27";"       0";"      27";"      78";"       0";"      78";"      56";"       0";"      56";"     134";"     134";"     134";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 June*";"    1160";"    2564";"      80";"      39";"      41";"      88";"      40";"      48";"    2072";"    1960";"     112";"    5899";"    5293";"     606";"    7971";"    7971";"    7041";"     930";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 July*";"    2152";"    2820";"     522";"     424";"      98";"     510";"     426";"      84";"   32511";"   31913";"     598";"   45957";"   42825";"    3132";"   78468";"   78468";"   74671";"    3797";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Rotterdam The Hague Airport";"2020 August*";"    2087";"    2544";"     527";"     452";"      75";"     544";"     453";"      91";"   41749";"   38312";"    3437";"   32298";"   30192";"    2106";"   74047";"   74047";"   68565";"    5482";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
